,Nu,Mu,Alpha,Cost,Lambda
17924,0.435,0.38,-53.0,12.203754887533142,2.543076923076923
17925,0.435,0.38,-52.0,9.993342586613077,2.543076923076923
17926,0.435,0.38,-51.0,8.162553879289902,2.543076923076923
17927,0.435,0.38,-50.0,6.648032046533753,2.543076923076923
17928,0.435,0.38,-49.0,5.396960245860269,2.543076923076923
17929,0.435,0.38,-48.0,4.365302048085372,2.543076923076923
17930,0.435,0.38,-47.0,3.516337125196113,2.543076923076923
17931,0.435,0.38,-46.0,2.819442232191794,2.543076923076923
17932,0.435,0.38,-45.0,2.249076122226128,2.543076923076923
17933,0.435,0.38,-44.0,1.7839340760244615,2.543076923076923
17934,0.435,0.38,-43.0,1.4062435567392475,2.543076923076923
17935,0.435,0.38,-42.0,1.1011773397259004,2.543076923076923
17936,0.435,0.38,-41.0,0.8563644606628603,2.543076923076923
17937,0.435,0.38,-40.0,0.6614826516433513,2.543076923076923
17938,0.435,0.38,-39.0,0.5079186763414749,2.543076923076923
17939,0.435,0.38,-38.0,0.3884852561618251,2.543076923076923
17940,0.435,0.38,-37.0,0.29718516682213514,2.543076923076923
17941,0.435,0.38,-36.0,0.2290146531341929,2.543076923076923
17942,0.435,0.38,-35.0,0.17979961233239586,2.543076923076923
17943,0.435,0.38,-34.0,0.14605907903290835,2.543076923076923
17944,0.435,0.38,-33.0,0.1248914495530372,2.543076923076923
17945,0.435,0.38,-32.0,0.11387963444583207,2.543076923076923
17946,0.435,0.38,-31.0,0.11101196130762507,2.543076923076923
17947,0.435,0.38,-30.0,0.1146161715395676,2.543076923076923
17948,0.435,0.38,-29.0,0.1233043166208757,2.543076923076923
17949,0.435,0.38,-28.0,0.1359266950861583,2.543076923076923
17950,0.435,0.38,-27.0,0.1515333349124431,2.543076923076923
17951,0.435,0.38,-26.0,0.1693417416275631,2.543076923076923
17952,0.435,0.38,-25.0,0.18870992811438336,2.543076923076923
17953,0.435,0.38,-24.0,0.2091137872817833,2.543076923076923
17954,0.435,0.38,-23.0,0.2301282581570174,2.543076923076923
17955,0.435,0.38,-22.0,0.2514116521913567,2.543076923076923
17956,0.435,0.38,-21.0,0.2726927770212102,2.543076923076923
17957,0.435,0.38,-20.0,0.29376051449819746,2.543076923076923
17958,0.44,0.38,-60.0,47.339733325978955,2.786666666666667
17959,0.44,0.38,-59.0,39.210092789736095,2.786666666666667
17960,0.44,0.38,-58.0,32.4455530190031,2.786666666666667
17961,0.44,0.38,-57.0,26.81834461842585,2.786666666666667
17962,0.44,0.38,-56.0,22.13881832781624,2.786666666666667
17963,0.44,0.38,-55.0,18.24902949803914,2.786666666666667
17964,0.44,0.38,-54.0,15.01740924103538,2.786666666666667
17965,0.44,0.38,-53.0,12.334336979224654,2.786666666666667
17966,0.44,0.38,-52.0,10.108460882484838,2.786666666666667
17967,0.44,0.38,-51.0,8.263638965085171,2.786666666666667
17968,0.44,0.38,-50.0,6.736395394602827,2.786666666666667
17969,0.44,0.38,-49.0,5.473804595481247,2.786666666666667
17970,0.44,0.38,-48.0,4.431730673539986,2.786666666666667
17971,0.44,0.38,-47.0,3.573362064559712,2.786666666666667
17972,0.44,0.38,-46.0,2.8679915640484928,2.786666666666667
17973,0.44,0.38,-45.0,2.2900003909295608,2.786666666666667
17974,0.44,0.38,-44.0,1.818011974407287,2.786666666666667
17975,0.44,0.38,-43.0,1.4341869806858647,2.786666666666667
17976,0.44,0.38,-42.0,1.1236359274260477,2.786666666666667
17977,0.44,0.38,-41.0,0.8739297253939763,2.786666666666667
17978,0.44,0.38,-40.0,0.6746918053162503,2.786666666666667
17979,0.44,0.38,-39.0,0.5172582282921742,2.786666666666667
17980,0.44,0.38,-38.0,0.3943944536616366,2.786666666666667
17981,0.44,0.38,-37.0,0.3000593265820672,2.786666666666667
17982,0.44,0.38,-36.0,0.229208414068272,2.786666666666667
17983,0.44,0.38,-35.0,0.17763012246752385,2.786666666666667
17984,0.44,0.38,-34.0,0.14180911407561705,2.786666666666667
17985,0.44,0.38,-33.0,0.11881244771556652,2.786666666666667
17986,0.44,0.38,-32.0,0.1061946229994691,2.786666666666667
17987,0.44,0.38,-31.0,0.10191834392766123,2.786666666666667
17988,0.44,0.38,-30.0,0.1042883465047408,2.786666666666667
17989,0.44,0.38,-29.0,0.11189608444485898,2.786666666666667
17990,0.44,0.38,-28.0,0.12357344186681292,2.786666666666667
17991,0.44,0.38,-27.0,0.1383539557116493,2.786666666666667
17992,0.44,0.38,-26.0,0.15544029683414387,2.786666666666667
17993,0.44,0.38,-25.0,0.17417702404630828,2.786666666666667
17994,0.44,0.38,-24.0,0.19402767788965009,2.786666666666667
17995,0.44,0.38,-23.0,0.2145556808684244,2.786666666666667
17996,0.44,0.38,-22.0,0.23540838486531104,2.786666666666667
17997,0.44,0.38,-21.0,0.2563039482541233,2.786666666666667
17998,0.44,0.38,-20.0,0.2770206115653765,2.786666666666667
17999,0.445,0.38,-60.0,47.68816333272401,3.074545454545455
18000,0.445,0.38,-59.0,39.52310070275317,3.074545454545455
18001,0.445,0.38,-58.0,32.72628350243378,3.074545454545455
18002,0.445,0.38,-57.0,27.069673814285174,3.074545454545455
18003,0.445,0.38,-56.0,22.363377146951322,3.074545454545455
18004,0.445,0.38,-55.0,18.449225176922265,3.074545454545455
18005,0.445,0.38,-54.0,15.195445212941024,3.074545454545455
18006,0.445,0.38,-53.0,12.492231102314046,3.074545454545455
18007,0.445,0.38,-52.0,10.248062057322622,3.074545454545455
18008,0.445,0.38,-51.0,8.386642183935264,3.074545454545455
18009,0.445,0.38,-50.0,6.844355272735555,3.074545454545455
18010,0.445,0.38,-49.0,5.568147455030164,3.074545454545455
18011,0.445,0.38,-48.0,4.5137652690861145,3.074545454545455
18012,0.445,0.38,-47.0,3.6442890600270936,3.074545454545455
18013,0.445,0.38,-46.0,2.9289118877039884,3.074545454545455
18014,0.445,0.38,-45.0,2.3419226084836047,3.074545454545455
18015,0.445,0.38,-44.0,1.8618588278014807,3.074545454545455
18016,0.445,0.38,-43.0,1.470801241621565,3.074545454545455
18017,0.445,0.38,-42.0,1.1537857057446466,3.074545454545455
18018,0.445,0.38,-41.0,0.8983133649432838,3.074545454545455
18019,0.445,0.38,-40.0,0.6939424778511515,3.074545454545455
18020,0.445,0.38,-39.0,0.5319483166704175,3.074545454545455
18021,0.445,0.38,-38.0,0.405039791894992,3.074545454545455
18022,0.445,0.38,-37.0,0.3071233397746598,3.074545454545455
18023,0.445,0.38,-36.0,0.2331061792483143,3.074545454545455
18024,0.445,0.38,-35.0,0.17873235017893205,3.074545454545455
18025,0.445,0.38,-34.0,0.1404460351142459,3.074545454545455
18026,0.445,0.38,-33.0,0.11527757487993567,3.074545454545455
18027,0.445,0.38,-32.0,0.10074835163874336,3.074545454545455
18028,0.445,0.38,-31.0,0.09479134964307162,3.074545454545455
18029,0.445,0.38,-30.0,0.0956847404028992,3.074545454545455
18030,0.445,0.38,-29.0,0.10199628985839887,3.074545454545455
18031,0.445,0.38,-28.0,0.11253676440359617,3.074545454545455
18032,0.445,0.38,-27.0,0.12632082841805556,3.074545454545455
18033,0.445,0.38,-26.0,0.14253419281319435,3.074545454545455
18034,0.445,0.38,-25.0,0.16050604062784116,3.074545454545455
18035,0.445,0.38,-24.0,0.17968580126141676,3.074545454545455
18036,0.445,0.38,-23.0,0.1996237503945771,3.074545454545455
18037,0.445,0.38,-22.0,0.21995477140172728,3.074545454545455
18038,0.445,0.38,-21.0,0.24038495212886266,3.074545454545455
18039,0.445,0.38,-20.0,0.260680574075493,3.074545454545455
18040,0.45,0.38,-60.0,48.11122131668597,3.420000000000001
18041,0.45,0.38,-59.0,39.9035924764596,3.420000000000001
18042,0.45,0.38,-58.0,33.06798664518872,3.420000000000001
18043,0.45,0.38,-57.0,27.37604330338712,3.420000000000001
18044,0.45,0.38,-56.0,22.63757383150281,3.420000000000001
18045,0.45,0.38,-55.0,18.69414202435856,3.420000000000001
18046,0.45,0.38,-54.0,15.413731396100838,3.420000000000001
18047,0.45,0.38,-53.0,12.68631396535058,3.420000000000001
18048,0.45,0.38,-52.0,10.420167010853401,3.420000000000001
18049,0.45,0.38,-51.0,8.53881059321275,3.420000000000001
18050,0.45,0.38,-50.0,6.978460426720908,3.420000000000001
18051,0.45,0.38,-49.0,5.685908730423797,3.420000000000001
18052,0.45,0.38,-48.0,4.616760630527568,3.420000000000001
18053,0.45,0.38,-47.0,3.733966062418207,3.420000000000001
18054,0.45,0.38,-46.0,3.006597365135315,3.420000000000001
18055,0.45,0.38,-45.0,2.4088312461200743,3.420000000000001
18056,0.45,0.38,-44.0,1.9191008141407595,3.420000000000001
18057,0.45,0.38,-43.0,1.519389192016844,3.420000000000001
18058,0.45,0.38,-42.0,1.19464103238885,3.420000000000001
18059,0.45,0.38,-41.0,0.9322722437659572,3.420000000000001
18060,0.45,0.38,-40.0,0.7217615368497614,3.420000000000001
18061,0.45,0.38,-39.0,0.5543101367764433,3.420000000000001
18062,0.45,0.38,-38.0,0.4225582810025532,3.420000000000001
18063,0.45,0.38,-37.0,0.32034900990037923,3.420000000000001
18064,0.45,0.38,-36.0,0.2425313297572727,3.420000000000001
18065,0.45,0.38,-35.0,0.18479613830341848,3.420000000000001
18066,0.45,0.38,-34.0,0.1435393976085206,3.420000000000001
18067,0.45,0.38,-33.0,0.11574795364086606,3.420000000000001
18068,0.45,0.38,-32.0,0.0989041713156792,3.420000000000001
18069,0.45,0.38,-31.0,0.09090619512479664,3.420000000000001
18070,0.45,0.38,-30.0,0.09000118848332599,3.420000000000001
18071,0.45,0.38,-29.0,0.0947293576975068,3.420000000000001
18072,0.45,0.38,-28.0,0.10387695154358097,3.420000000000001
18073,0.45,0.38,-27.0,0.11643674322562547,3.420000000000001
18074,0.45,0.38,-26.0,0.13157476893338918,3.420000000000001
18075,0.45,0.38,-25.0,0.14860236445343025,3.420000000000001
18076,0.45,0.38,-24.0,0.16695257580918302,3.420000000000001
18077,0.45,0.38,-23.0,0.1861604307381398,3.420000000000001
18078,0.45,0.38,-22.0,0.20584639753415807,3.420000000000001
18079,0.45,0.38,-21.0,0.22570269620311745,3.420000000000001
18080,0.45,0.38,-20.0,0.2454819899405533,3.420000000000001
18081,0.455,0.38,-60.0,48.6349404370598,3.8422222222222233
18082,0.455,0.38,-59.0,40.37518882639416,3.8422222222222233
18083,0.455,0.38,-58.0,33.49208299932933,3.8422222222222233
18084,0.455,0.38,-57.0,27.75686852678101,3.8422222222222233
18085,0.455,0.38,-56.0,22.978998209736318,3.8422222222222233
18086,0.455,0.38,-55.0,18.99970969973023,3.8422222222222233
18087,0.455,0.38,-54.0,15.686689942368147,3.8422222222222233
18088,0.455,0.38,-53.0,12.929641146602847,3.8422222222222233
18089,0.455,0.38,-52.0,10.636594833325367,3.8422222222222233
18090,0.455,0.38,-51.0,8.730846750471027,3.8422222222222233
18091,0.455,0.38,-50.0,7.148407295064968,3.8422222222222233
18092,0.455,0.38,-49.0,5.835880103946312,3.8422222222222233
18093,0.455,0.38,-48.0,4.7486964235579165,3.8422222222222233
18094,0.455,0.38,-47.0,3.8496452296646697,3.8422222222222233
18095,0.455,0.38,-46.0,3.107649310151152,3.8422222222222233
18096,0.455,0.38,-45.0,2.496745988218013,3.8422222222222233
18097,0.455,0.38,-44.0,1.9952381757550333,3.8422222222222233
18098,0.455,0.38,-43.0,1.5849872456044891,3.8422222222222233
18099,0.455,0.38,-42.0,1.2508240135111754,3.8422222222222233
18100,0.455,0.38,-41.0,0.980058099035369,3.8422222222222233
18101,0.455,0.38,-40.0,0.7620692296084773,3.8422222222222233
18102,0.455,0.38,-39.0,0.5879667938815819,3.8422222222222233
18103,0.455,0.38,-38.0,0.45030622045369395,3.8422222222222233
18104,0.455,0.38,-37.0,0.3428526539895527,3.8422222222222233
18105,0.455,0.38,-36.0,0.26038397850431866,3.8422222222222233
18106,0.455,0.38,-35.0,0.1985265556732221,3.8422222222222233
18107,0.455,0.38,-34.0,0.1536181475075025,3.8422222222222233
18108,0.455,0.38,-33.0,0.12259341780720184,3.8422222222222233
18109,0.455,0.38,-32.0,0.1028881789888676,3.8422222222222233
18110,0.455,0.38,-31.0,0.09235920420703687,3.8422222222222233
18111,0.455,0.38,-30.0,0.08921696863750216,3.8422222222222233
18112,0.455,0.38,-29.0,0.09196914576288334,3.8422222222222233
18113,0.455,0.38,-28.0,0.0993730649163791,3.8422222222222233
18114,0.455,0.38,-27.0,0.11039566476409317,3.8422222222222233
18115,0.455,0.38,-26.0,0.12417972995184365,3.8422222222222233
18116,0.455,0.38,-25.0,0.14001547188300492,3.8422222222222233
18117,0.455,0.38,-24.0,0.15731653506071971,3.8422222222222233
18118,0.455,0.38,-23.0,0.17559991436415204,3.8422222222222233
18119,0.455,0.38,-22.0,0.19446911664683167,3.8422222222222233
18120,0.455,0.38,-21.0,0.21360015427552825,3.8422222222222233
18121,0.455,0.38,-20.0,0.2327299586456087,3.8422222222222233
18122,0.46,0.38,-60.0,49.29883762983094,4.370000000000003
18123,0.46,0.38,-59.0,40.973767826518944,4.370000000000003
18124,0.46,0.38,-58.0,34.031132913856204,4.370000000000003
18125,0.46,0.38,-57.0,28.241687753244662,4.370000000000003
18126,0.46,0.38,-56.0,23.414439087928127,4.370000000000003
18127,0.46,0.38,-55.0,19.390219260596613,4.370000000000003
18128,0.46,0.38,-54.0,16.036346665977785,4.370000000000003
18129,0.46,0.38,-53.0,13.242187973692035,4.370000000000003
18130,0.46,0.38,-52.0,10.915468509406798,4.370000000000003
18131,0.46,0.38,-51.0,8.979203776061121,4.370000000000003
18132,0.46,0.38,-50.0,7.369146728692742,4.370000000000003
18133,0.46,0.38,-49.0,6.031663550286957,4.370000000000003
18134,0.46,0.38,-48.0,4.921965563445626,4.370000000000003
18135,0.46,0.38,-47.0,4.00263727943469,4.370000000000003
18136,0.46,0.38,-46.0,3.2424107927698262,4.370000000000003
18137,0.46,0.38,-45.0,2.6151451851304715,4.370000000000003
18138,0.46,0.38,-44.0,2.0989765936378832,4.370000000000003
18139,0.46,0.38,-43.0,1.6756103835042,4.370000000000003
18140,0.46,0.38,-42.0,1.3297316592733444,4.370000000000003
18141,0.46,0.38,-41.0,1.0485143233447771,4.370000000000003
18142,0.46,0.38,-40.0,0.8212121825746581,4.370000000000003
18143,0.46,0.38,-39.0,0.638818356875735,4.370000000000003
18144,0.46,0.38,-38.0,0.4937815126090561,4.370000000000003
18145,0.46,0.38,-37.0,0.3797693554257284,4.370000000000003
18146,0.46,0.38,-36.0,0.29147140154299395,4.370000000000003
18147,0.46,0.38,-35.0,0.2244343768762788,4.370000000000003
18148,0.46,0.38,-34.0,0.17492470528685716,4.370000000000003
18149,0.46,0.38,-33.0,0.13981348125425652,4.370000000000003
18150,0.46,0.38,-32.0,0.11648010472374808,4.370000000000003
18151,0.46,0.38,-31.0,0.10273141580936927,4.370000000000003
18152,0.46,0.38,-30.0,0.09673371693285387,4.370000000000003
18153,0.46,0.38,-29.0,0.09695553757990344,4.370000000000003
18154,0.46,0.38,-28.0,0.1021193763951233,4.370000000000003
18155,0.46,0.38,-27.0,0.11116098441307036,4.370000000000003
18156,0.46,0.38,-26.0,0.12319500653242925,4.370000000000003
18157,0.46,0.38,-25.0,0.13748600460546945,4.370000000000003
18158,0.46,0.38,-24.0,0.15342410616939214,4.370000000000003
18159,0.46,0.38,-23.0,0.17050447093426355,4.370000000000003
18160,0.46,0.38,-22.0,0.18831021222033986,4.370000000000003
18161,0.46,0.38,-21.0,0.20649803653002352,4.370000000000003
18162,0.46,0.38,-20.0,0.22478639097485764,4.370000000000003
18163,0.465,0.38,-60.0,20.990636166848216,5.0485714285714325
18164,0.465,0.38,-59.0,41.756485942721575,5.0485714285714325
18165,0.465,0.38,-58.0,34.73705008984468,5.0485714285714325
18166,0.465,0.38,-57.0,28.877643508667607,5.0485714285714325
18167,0.465,0.38,-56.0,23.98670363025297,5.0485714285714325
18168,0.465,0.38,-55.0,20.81152412787393,5.0485714285714325
18169,0.465,0.38,-54.0,17.636344625494893,5.0485714285714325
18170,0.465,0.38,-53.0,14.461165123115851,5.0485714285714325
18171,0.465,0.38,-52.0,11.285985620736813,5.0485714285714325
18172,0.465,0.38,-51.0,9.31046983300525,5.0485714285714325
18173,0.465,0.38,-50.0,7.664923514438418,5.0485714285714325
18174,0.465,0.38,-49.0,6.295402903291133,5.0485714285714325
18175,0.465,0.38,-48.0,5.156830788611712,5.0485714285714325
18176,0.465,0.38,-47.0,4.211522279071263,5.0485714285714325
18177,0.465,0.38,-46.0,3.4279573998292814,5.0485714285714325
18178,0.465,0.38,-45.0,2.7797592145203414,5.0485714285714325
18179,0.465,0.38,-44.0,2.2448429935689496,5.0485714285714325
18180,0.465,0.38,-43.0,1.8047078024765528,5.0485714285714325
18181,0.465,0.38,-42.0,1.4438466471641649,5.0485714285714325
18182,0.465,0.38,-41.0,1.1492553009689441,5.0485714285714325
18183,0.465,0.38,-40.0,0.9100232302179172,5.0485714285714325
18184,0.465,0.38,-39.0,0.7169928085707419,5.0485714285714325
18185,0.465,0.38,-38.0,0.5624752874864053,5.0485714285714325
18186,0.465,0.38,-37.0,0.4400139187428542,5.0485714285714325
18187,0.465,0.38,-36.0,0.3441862295066327,5.0485714285714325
18188,0.465,0.38,-35.0,0.2704387784259045,5.0485714285714325
18189,0.465,0.38,-34.0,0.2149488796599517,5.0485714285714325
18190,0.465,0.38,-33.0,0.17450868579458734,5.0485714285714325
18191,0.465,0.38,-32.0,0.14642784827276875,5.0485714285714325
18192,0.465,0.38,-31.0,0.12845162284796022,5.0485714285714325
18193,0.465,0.38,-30.0,0.118691852378807,5.0485714285714325
18194,0.465,0.38,-29.0,0.11556872077273644,5.0485714285714325
18195,0.465,0.38,-28.0,0.11776156145131485,5.0485714285714325
18196,0.465,0.38,-27.0,0.12416731137511,5.0485714285714325
18197,0.465,0.38,-26.0,0.13386545251956025,5.0485714285714325
18198,0.465,0.38,-25.0,0.1460884679419833,5.0485714285714325
18199,0.465,0.38,-24.0,0.1601970443145295,5.0485714285714325
18200,0.465,0.38,-23.0,0.17565918378336232,5.0485714285714325
18201,0.465,0.38,-22.0,0.19203281861384744,5.0485714285714325
18202,0.465,0.38,-21.0,0.20895115621281432,5.0485714285714325
18203,0.465,0.38,-20.0,0.2261104755417725,5.0485714285714325
18204,0.47,0.38,-60.0,51.3422640770348,5.953333333333328
18205,0.47,0.38,-59.0,42.82005816803982,5.953333333333328
18206,0.47,0.38,-58.0,35.697765461984936,5.953333333333328
18207,0.47,0.38,-57.0,29.74468550978128,5.953333333333328
18208,0.47,0.38,-56.0,24.76850291877959,5.953333333333328
18209,0.47,0.38,-55.0,20.60884690772436,5.953333333333328
18210,0.47,0.38,-54.0,17.131938421492315,5.953333333333328
18211,0.47,0.38,-53.0,14.226139737533328,5.953333333333328
18212,0.47,0.38,-52.0,11.79825333562954,5.953333333333328
18213,0.47,0.38,-51.0,9.770443105742553,5.953333333333328
18214,0.47,0.38,-50.0,8.077672742987792,5.953333333333328
18215,0.47,0.38,-49.0,6.665574026294505,5.953333333333328
18216,0.47,0.38,-48.0,5.488672742118925,5.953333333333328
18217,0.47,0.38,-47.0,4.5089120771842905,5.953333333333328
18218,0.47,0.38,-46.0,3.694423586040544,5.953333333333328
18219,0.47,0.38,-45.0,3.018504202513548,5.953333333333328
18220,0.47,0.38,-44.0,2.4587647258885106,5.953333333333328
18221,0.47,0.38,-43.0,1.9964210010571808,5.953333333333328
18222,0.47,0.38,-42.0,1.6157037973856518,5.953333333333328
18223,0.47,0.38,-41.0,1.3033674015235457,5.953333333333328
18224,0.47,0.38,-40.0,1.0482802458291391,5.953333333333328
18225,0.47,0.38,-39.0,0.8410836941040394,5.953333333333328
18226,0.47,0.38,-38.0,0.6739074034259939,5.953333333333328
18227,0.47,0.38,-37.0,0.5401316345601964,5.953333333333328
18228,0.47,0.38,-36.0,0.4341885023595308,5.953333333333328
18229,0.47,0.38,-35.0,0.35139552017176184,5.953333333333328
18230,0.47,0.38,-34.0,0.28781593594793,5.953333333333328
18231,0.47,0.38,-33.0,0.2401413148175967,5.953333333333328
18232,0.47,0.38,-32.0,0.2055926332137028,5.953333333333328
18233,0.47,0.38,-31.0,0.18183681942245947,5.953333333333328
18234,0.47,0.38,-30.0,0.16691623895887064,5.953333333333328
18235,0.47,0.38,-29.0,0.1591890841392341,5.953333333333328
18236,0.47,0.38,-28.0,0.15727899775875645,5.953333333333328
18237,0.47,0.38,-27.0,0.16003255255440516,5.953333333333328
18238,0.47,0.38,-26.0,0.16648343190201134,5.953333333333328
18239,0.47,0.38,-25.0,0.1758223159735313,5.953333333333328
18240,0.47,0.38,-24.0,0.1873716606830483,5.953333333333328
18241,0.47,0.38,-23.0,0.200564489773974,5.953333333333328
18242,0.47,0.38,-22.0,0.21492668282054128,5.953333333333328
18243,0.47,0.38,-21.0,0.2300620140974068,5.953333333333328
18244,0.47,0.38,-20.0,0.2456395112569727,5.953333333333328
18245,0.475,0.38,-60.0,53.022752517569934,7.2199999999999935
18246,0.475,0.38,-59.0,44.34160380375002,7.2199999999999935
18247,0.475,0.38,-58.0,37.07453034446164,7.2199999999999935
18248,0.475,0.38,-57.0,30.98968238862696,7.2199999999999935
18249,0.475,0.38,-56.0,25.893696144602327,7.2199999999999935
18250,0.475,0.38,-55.0,21.625240775054106,7.2199999999999935
18251,0.475,0.38,-54.0,18.049654094263342,7.2199999999999935
18252,0.475,0.38,-53.0,15.054482109262473,7.2199999999999935
18253,0.475,0.38,-52.0,12.545769303649822,7.2199999999999935
18254,0.475,0.38,-51.0,10.444972673815824,7.2199999999999935
18255,0.475,0.38,-50.0,8.686394777311994,7.2199999999999935
18256,0.475,0.38,-49.0,7.215047698709258,7.2199999999999935
18257,0.475,0.38,-48.0,5.984875997195704,7.2199999999999935
18258,0.475,0.38,-47.0,4.9572781638045615,7.2199999999999935
18259,0.475,0.38,-46.0,4.099876352435809,7.2199999999999935
18260,0.475,0.38,-45.0,3.3854926908146994,7.2199999999999935
18261,0.475,0.38,-44.0,2.7912973454977834,7.2199999999999935
18262,0.475,0.38,-43.0,2.298099386056801,7.2199999999999935
18263,0.475,0.38,-42.0,1.8897562868709592,7.2199999999999935
18264,0.475,0.38,-41.0,1.5526819532707516,7.2199999999999935
18265,0.475,0.38,-40.0,1.2754365240447,7.2199999999999935
18266,0.475,0.38,-39.0,1.0483839927924803,7.2199999999999935
18267,0.475,0.38,-38.0,0.8634060772666095,7.2199999999999935
18268,0.475,0.38,-37.0,0.7136626988405143,7.2199999999999935
18269,0.475,0.38,-36.0,0.5933911066347667,7.2199999999999935
18270,0.475,0.38,-35.0,0.4977370605314264,7.2199999999999935
18271,0.475,0.38,-34.0,0.42261264808870624,7.2199999999999935
18272,0.475,0.38,-33.0,0.3645762966990496,7.2199999999999935
18273,0.475,0.38,-32.0,0.32073134922493995,7.2199999999999935
18274,0.475,0.38,-31.0,0.2886402567807293,7.2199999999999935
18275,0.475,0.38,-30.0,0.26625197556699737,7.2199999999999935
18276,0.475,0.38,-29.0,0.2518406093856493,7.2199999999999935
18277,0.475,0.38,-28.0,0.2439536480420228,7.2199999999999935
18278,0.475,0.38,-27.0,0.24136841846202425,7.2199999999999935
18279,0.475,0.38,-26.0,0.2430555402572773,7.2199999999999935
18280,0.475,0.38,-25.0,0.2481483139265004,7.2199999999999935
18281,0.475,0.38,-24.0,0.2559171367720877,7.2199999999999935
18282,0.475,0.38,-23.0,0.26574797909735703,7.2199999999999935
18283,0.475,0.38,-22.0,0.2771242999681001,7.2199999999999935
18284,0.475,0.38,-21.0,0.28961167180910863,7.2199999999999935
18285,0.475,0.38,-20.0,0.3028445277237121,7.2199999999999935
18286,0.48,0.38,-60.0,55.60402886137674,9.119999999999992
18287,0.48,0.38,-59.0,46.68283033064173,9.119999999999992
18288,0.48,0.38,-58.0,39.197340949150906,9.119999999999992
18289,0.48,0.38,-57.0,32.91398699184408,9.119999999999992
18290,0.48,0.38,-56.0,27.63781812784497,9.119999999999992
18291,0.48,0.38,-55.0,23.206036022642397,9.119999999999992
18292,0.48,0.38,-54.0,19.482614453523144,9.119999999999992
18293,0.48,0.38,-53.0,16.353826155051113,9.119999999999992
18294,0.48,0.38,-52.0,13.724523223534167,9.119999999999992
18295,0.48,0.38,-51.0,11.515043909631865,9.119999999999992
18296,0.48,0.38,-50.0,9.658640402348958,9.119999999999992
18297,0.48,0.38,-49.0,8.099339479488249,9.119999999999992
18298,0.48,0.38,-48.0,6.790163649872168,9.119999999999992
18299,0.48,0.38,-47.0,5.691651339343108,9.119999999999992
18300,0.48,0.38,-46.0,4.770626044069365,9.119999999999992
18301,0.48,0.38,-45.0,3.999172197871227,9.119999999999992
18302,0.48,0.38,-44.0,3.353782652596073,9.119999999999992
18303,0.48,0.38,-43.0,2.8146486150748875,9.119999999999992
18304,0.48,0.38,-42.0,2.3650677366809574,9.119999999999992
18305,0.48,0.38,-41.0,1.9909501588137823,9.119999999999992
18306,0.48,0.38,-40.0,1.6804057126706635,9.119999999999992
18307,0.48,0.38,-39.0,1.4233983341273315,9.119999999999992
18308,0.48,0.38,-38.0,1.2114561780409068,9.119999999999992
18309,0.48,0.38,-37.0,1.0374278828806638,9.119999999999992
18310,0.48,0.38,-36.0,0.8952771579964295,9.119999999999992
18311,0.48,0.38,-35.0,0.7799092834083611,9.119999999999992
18312,0.48,0.38,-34.0,0.6870242986719367,9.119999999999992
18313,0.48,0.38,-33.0,0.6129926503669075,9.119999999999992
18314,0.48,0.38,-32.0,0.5547498676357682,9.119999999999992
18315,0.48,0.38,-31.0,0.5097074554631147,9.119999999999992
18316,0.48,0.38,-30.0,0.4756776883084102,9.119999999999992
18317,0.48,0.38,-29.0,0.4508103254112164,9.119999999999992
18318,0.48,0.38,-28.0,0.4335395284639376,9.119999999999992
18319,0.48,0.38,-27.0,0.4225394622978646,9.119999999999992
18320,0.48,0.38,-26.0,0.4166872153069792,9.119999999999992
18321,0.48,0.38,-25.0,0.4150317932588159,9.119999999999992
18322,0.48,0.38,-24.0,0.4167682014134644,9.119999999999992
18323,0.48,0.38,-23.0,0.4212154352245488,9.119999999999992
18324,0.48,0.38,-22.0,0.4277978628565429,9.119999999999992
18325,0.48,0.38,-21.0,0.43602906307594863,9.119999999999992
18326,0.48,0.38,-20.0,0.4454976080386228,9.119999999999992
18327,0.485,0.38,-60.0,60.035537578692534,12.286666666666655
18328,0.485,0.38,-59.0,50.71189764449362,12.286666666666655
18329,0.485,0.38,-58.0,42.86110763629701,12.286666666666655
18330,0.485,0.38,-57.0,36.24662636837686,12.286666666666655
18331,0.485,0.38,-56.0,30.670734928242286,12.286666666666655
18332,0.485,0.38,-55.0,25.968042263791556,12.286666666666655
18333,0.485,0.38,-54.0,22.000088070746173,12.286666666666655
18334,0.485,0.38,-53.0,18.65085748391206,12.286666666666655
18335,0.485,0.38,-52.0,15.823053467466893,12.286666666666655
18336,0.485,0.38,-51.0,13.434998809640673,12.286666666666655
18337,0.485,0.38,-50.0,11.418061126980724,12.286666666666655
18338,0.485,0.38,-49.0,9.714512433229274,12.286666666666655
18339,0.485,0.38,-48.0,8.275749060718043,12.286666666666655
18340,0.485,0.38,-47.0,7.060811418122403,12.286666666666655
18341,0.485,0.38,-46.0,6.0351515806179385,12.286666666666655
18342,0.485,0.38,-45.0,5.16960684217463,12.286666666666655
18343,0.485,0.38,-44.0,4.4395438509108045,12.286666666666655
18344,0.485,0.38,-43.0,3.8241439293323967,12.286666666666655
18345,0.485,0.38,-42.0,3.3058052332327192,12.286666666666655
18346,0.485,0.38,-41.0,2.8696416095450643,12.286666666666655
18347,0.485,0.38,-40.0,2.5030614681227727,12.286666666666655
