,Nu,Mu,Alpha,Cost,Lambda
5013,0.36,0.18,-49.0,0.8181990932108061,0.4628571428571428
5014,0.36,0.18,-48.0,0.7065289322242524,0.4628571428571428
5015,0.36,0.18,-47.0,0.6260025475932263,0.4628571428571428
5016,0.36,0.18,-46.0,0.5705729276442891,0.4628571428571428
5017,0.36,0.18,-45.0,0.5352627206731072,0.4628571428571428
5018,0.36,0.18,-44.0,0.5159808677640753,0.4628571428571428
5019,0.36,0.18,-43.0,0.5093703422779879,0.4628571428571428
5020,0.36,0.18,-42.0,0.5126817236586131,0.4628571428571428
5021,0.36,0.18,-41.0,0.5236682284807032,0.4628571428571428
5022,0.36,0.18,-40.0,0.5404985691863583,0.4628571428571428
5023,0.36,0.18,-39.0,0.5616846251743932,0.4628571428571428
5024,0.36,0.18,-38.0,0.5860214248438336,0.4628571428571428
5025,0.36,0.18,-37.0,0.6125373617839437,0.4628571428571428
5026,0.36,0.18,-36.0,0.6404529207286941,0.4628571428571428
5027,0.36,0.18,-35.0,0.6691464812909714,0.4628571428571428
5028,0.36,0.18,-34.0,0.6981260100221348,0.4628571428571428
5029,0.36,0.18,-33.0,0.7270056528813619,0.4628571428571428
5030,0.36,0.18,-32.0,0.7554864081353879,0.4628571428571428
5031,0.36,0.18,-31.0,0.7833401953250133,0.4628571428571428
5032,0.36,0.18,-30.0,0.8103967574486849,0.4628571428571428
5033,0.36,0.18,-29.0,0.836532923830307,0.4628571428571428
5034,0.36,0.18,-28.0,0.8616638450373615,0.4628571428571428
5035,0.36,0.18,-27.0,0.8857358768776692,0.4628571428571428
5036,0.36,0.18,-26.0,0.9087208724736682,0.4628571428571428
5037,0.36,0.18,-25.0,0.9306116012426594,0.4628571428571428
5038,0.36,0.18,-24.0,0.951418252595575,0.4628571428571428
5039,0.36,0.18,-23.0,0.9711657479363526,0.4628571428571428
5040,0.36,0.18,-22.0,0.9898919332377544,0.4628571428571428
5041,0.36,0.18,-21.0,1.0076464516580783,0.4628571428571428
5042,0.36,0.18,-20.0,1.024490481900811,0.4628571428571428
5043,0.365,0.18,-60.0,7.869999459125007,0.4866666666666666
5044,0.365,0.18,-59.0,6.362418696173399,0.4866666666666666
5045,0.365,0.18,-58.0,5.134568577299548,0.4866666666666666
5046,0.365,0.18,-57.0,4.1376141366664365,0.4866666666666666
5047,0.365,0.18,-56.0,3.3310767871009,0.4866666666666666
5048,0.365,0.18,-55.0,2.6814119333457813,0.4866666666666666
5049,0.365,0.18,-54.0,2.160828863031077,0.4866666666666666
5050,0.365,0.18,-53.0,1.7463115220457563,0.4866666666666666
5051,0.365,0.18,-52.0,1.418805880467855,0.4866666666666666
5052,0.365,0.18,-51.0,1.1625454722892243,0.4866666666666666
5053,0.365,0.18,-50.0,0.9644915566082198,0.4866666666666666
5054,0.365,0.18,-49.0,0.8138683776079668,0.4866666666666666
5055,0.365,0.18,-48.0,0.7017773364999856,0.4866666666666666
5056,0.365,0.18,-47.0,0.6208766501577215,0.4866666666666666
5057,0.365,0.18,-46.0,0.56511537181962,0.4866666666666666
5058,0.365,0.18,-45.0,0.5295125293230435,0.4866666666666666
5059,0.365,0.18,-44.0,0.5099737294512835,0.4866666666666666
5060,0.365,0.18,-43.0,0.5031388696727441,0.4866666666666666
5061,0.365,0.18,-42.0,0.5062556846056413,0.4866666666666666
5062,0.365,0.18,-41.0,0.5170747528616878,0.4866666666666666
5063,0.365,0.18,-40.0,0.5337623312644101,0.4866666666666666
5064,0.365,0.18,-39.0,0.5548280050257256,0.4866666666666666
5065,0.365,0.18,-38.0,0.5790646508273511,0.4866666666666666
5066,0.365,0.18,-37.0,0.6054986367012435,0.4866666666666666
5067,0.365,0.18,-36.0,0.6333485344617158,0.4866666666666666
5068,0.365,0.18,-35.0,0.6619909123561017,0.4866666666666666
5069,0.365,0.18,-34.0,0.690932018765381,0.4866666666666666
5070,0.365,0.18,-33.0,0.7197843682143995,0.4866666666666666
5071,0.365,0.18,-32.0,0.7482474095696489,0.4866666666666666
5072,0.365,0.18,-31.0,0.7760915915530803,0.4866666666666666
5073,0.365,0.18,-30.0,0.8031452618042493,0.4866666666666666
5074,0.365,0.18,-29.0,0.8292839264150141,0.4866666666666666
5075,0.365,0.18,-28.0,0.8544214806707798,0.4866666666666666
5076,0.365,0.18,-27.0,0.8785030867802864,0.4866666666666666
5077,0.365,0.18,-26.0,0.9014994575605688,0.4866666666666666
5078,0.365,0.18,-25.0,0.9234022632232718,0.4866666666666666
5079,0.365,0.18,-24.0,0.94422062305558,0.4866666666666666
5080,0.365,0.18,-23.0,0.9639783769411152,0.4866666666666666
5081,0.365,0.18,-22.0,0.9827122903345918,0.4866666666666666
5082,0.365,0.18,-21.0,1.00047085163346,0.4866666666666666
5083,0.365,0.18,-20.0,1.0173139889855318,0.4866666666666666
5084,0.37,0.18,-60.0,7.875446740194419,0.5123076923076922
5085,0.37,0.18,-59.0,6.366449799186483,0.5123076923076922
5086,0.37,0.18,-58.0,5.137313101922964,0.5123076923076922
5087,0.37,0.18,-57.0,4.1391911387581315,0.5123076923076922
5088,0.37,0.18,-56.0,3.33159562921286,0.5123076923076922
5089,0.37,0.18,-55.0,2.680973052199826,0.5123076923076922
5090,0.37,0.18,-54.0,2.159524468588304,0.5123076923076922
5091,0.37,0.18,-53.0,1.7442262393053365,0.5123076923076922
5092,0.37,0.18,-52.0,1.4160173418800408,0.5123076923076922
5093,0.37,0.18,-51.0,1.159124867152877,0.5123076923076922
5094,0.37,0.18,-50.0,0.96050414114386,0.5123076923076922
5095,0.37,0.18,-49.0,0.8093739487932364,0.5123076923076922
5096,0.37,0.18,-48.0,0.6968306706296383,0.5123076923076922
5097,0.37,0.18,-47.0,0.615527910253264,0.5123076923076922
5098,0.37,0.18,-46.0,0.5594104773590184,0.5123076923076922
5099,0.37,0.18,-45.0,0.5234934984212903,0.5123076923076922
5100,0.37,0.18,-44.0,0.5036789870477066,0.5123076923076922
5101,0.37,0.18,-43.0,0.4966035254502124,0.5123076923076922
5102,0.37,0.18,-42.0,0.4995117817384742,0.5123076923076922
5103,0.37,0.18,-41.0,0.5101514890766724,0.5123076923076922
5104,0.37,0.18,-40.0,0.5266862544844848,0.5123076923076922
5105,0.37,0.18,-39.0,0.5476231861642041,0.5123076923076922
5106,0.37,0.18,-38.0,0.5717528365515808,0.5123076923076922
5107,0.37,0.18,-37.0,0.5980993851905086,0.5123076923076922
5108,0.37,0.18,-36.0,0.6258793370208158,0.5123076923076922
5109,0.37,0.18,-35.0,0.6544673041192738,0.5123076923076922
5110,0.37,0.18,-34.0,0.6833676807974216,0.5123076923076922
5111,0.37,0.18,-33.0,0.7121912236502353,0.5123076923076922
5112,0.37,0.18,-32.0,0.7406357151443147,0.5123076923076922
5113,0.37,0.18,-31.0,0.7684700259843565,0.5123076923076922
5114,0.37,0.18,-30.0,0.7955210111967118,0.5123076923076922
5115,0.37,0.18,-29.0,0.8216627662581057,0.5123076923076922
5116,0.37,0.18,-28.0,0.8468078489080799,0.5123076923076922
5117,0.37,0.18,-27.0,0.8709001723340232,0.5123076923076922
5118,0.37,0.18,-26.0,0.8939092350198043,0.5123076923076922
5119,0.37,0.18,-25.0,0.9158255587529396,0.5123076923076922
5120,0.37,0.18,-24.0,0.9366571412592384,0.5123076923076922
5121,0.37,0.18,-23.0,0.9564267132645417,0.5123076923076922
5122,0.37,0.18,-22.0,0.975169890916928,0.5123076923076922
5123,0.37,0.18,-21.0,0.99293398690556,0.5123076923076922
5124,0.37,0.18,-20.0,1.0097776306482134,0.5123076923076922
5125,0.375,0.18,-60.0,7.881510656291506,0.54
5126,0.375,0.18,-59.0,6.370983866540793,0.54
5127,0.375,0.18,-58.0,5.140457611205732,0.54
5128,0.375,0.18,-57.0,4.141074949771373,0.54
5129,0.375,0.18,-56.0,3.3323370859191837,0.54
5130,0.375,0.18,-55.0,2.6806808122989385,0.54
5131,0.375,0.18,-54.0,2.1582982619793483,0.54
5132,0.375,0.18,-53.0,1.7421575662325102,0.54
5133,0.375,0.18,-52.0,1.4131901191303535,0.54
5134,0.375,0.18,-51.0,1.1556160272824156,0.54
5135,0.375,0.18,-50.0,0.956384189851124,0.54
5136,0.375,0.18,-49.0,0.8047074815021369,0.54
5137,0.375,0.18,-48.0,0.691676851438818,0.54
5138,0.375,0.18,-47.0,0.6099409131073823,0.54
5139,0.375,0.18,-46.0,0.5534398908324825,0.54
5140,0.375,0.18,-45.0,0.5171846942300776,0.54
5141,0.375,0.18,-44.0,0.4970734538182056,0.54
5142,0.375,0.18,-43.0,0.4897391683488628,0.54
5143,0.375,0.18,-42.0,0.4924231900671915,0.54
5144,0.375,0.18,-41.0,0.5028701733226694,0.54
5145,0.375,0.18,-40.0,0.5192408568866894,0.54
5146,0.375,0.18,-39.0,0.5400396658288079,0.54
5147,0.375,0.18,-38.0,0.564054633825653,0.54
5148,0.375,0.18,-37.0,0.590307568188951,0.54
5149,0.375,0.18,-36.0,0.6180127337852167,0.54
5150,0.375,0.18,-35.0,0.6465426235759786,0.54
5151,0.375,0.18,-34.0,0.6753996255271012,0.54
5152,0.375,0.18,-33.0,0.7041925967661301,0.54
5153,0.375,0.18,-32.0,0.7326175230353579,0.54
5154,0.375,0.18,-31.0,0.7604415781122079,0.54
5155,0.375,0.18,-30.0,0.7874900169792656,0.54
5156,0.375,0.18,-29.0,0.8136354279878916,0.54
5157,0.375,0.18,-28.0,0.8387889518988922,0.54
5158,0.375,0.18,-27.0,0.8628931632716274,0.54
5159,0.375,0.18,-26.0,0.8859162941230375,0.54
5160,0.375,0.18,-25.0,0.9078476553086504,0.54
5161,0.375,0.18,-24.0,0.9286940707732592,0.54
5162,0.375,0.18,-23.0,0.948477109480918,0.54
5163,0.375,0.18,-22.0,0.9672312077650206,0.54
5164,0.375,0.18,-21.0,0.9850024427325964,0.54
5165,0.375,0.18,-20.0,1.0018481032020117,0.54
5166,0.38,0.18,-60.0,7.888281197671579,0.5700000000000001
5167,0.38,0.18,-59.0,6.376096676624155,0.5700000000000001
5168,0.38,0.18,-58.0,5.144065026067367,0.5700000000000001
5169,0.38,0.18,-57.0,4.143316868447122,0.5700000000000001
5170,0.38,0.18,-56.0,3.333341960211582,0.5700000000000001
5171,0.38,0.18,-55.0,2.680566547895441,0.5700000000000001
5172,0.38,0.18,-54.0,2.157173045329359,0.5700000000000001
5173,0.38,0.18,-53.0,1.7401206275590286,0.5700000000000001
5174,0.38,0.18,-52.0,1.4103324395965895,0.5700000000000001
5175,0.38,0.18,-51.0,1.1520209958050995,0.5700000000000001
5176,0.38,0.18,-50.0,0.9521282130745852,0.5700000000000001
5177,0.38,0.18,-49.0,0.799860549949445,0.5700000000000001
5178,0.38,0.18,-48.0,0.6863030625021218,0.5700000000000001
5179,0.38,0.18,-47.0,0.6040989522802586,0.5700000000000001
5180,0.38,0.18,-46.0,0.5471834735230955,0.5700000000000001
5181,0.38,0.18,-45.0,0.5105629640988559,0.5700000000000001
5182,0.38,0.18,-44.0,0.4901313452298917,0.5700000000000001
5183,0.38,0.18,-43.0,0.4825177298555886,0.5700000000000001
5184,0.38,0.18,-42.0,0.4849598727512987,0.5700000000000001
5185,0.38,0.18,-41.0,0.4951990861814015,0.5700000000000001
5186,0.38,0.18,-40.0,0.5113929928837408,0.5700000000000001
5187,0.38,0.18,-39.0,0.5320431014087689,0.5700000000000001
5188,0.38,0.18,-38.0,0.5559347063214212,0.5700000000000001
5189,0.38,0.18,-37.0,0.5820870346996009,0.5700000000000001
5190,0.38,0.18,-36.0,0.6097119153551867,0.5700000000000001
5191,0.38,0.18,-35.0,0.6381795383332589,0.5700000000000001
5192,0.38,0.18,-34.0,0.6669901137581596,0.5700000000000001
5193,0.38,0.18,-33.0,0.6957504405313638,0.5700000000000001
5194,0.38,0.18,-32.0,0.7241545620537159,0.5700000000000001
5195,0.38,0.18,-31.0,0.7519678228679637,0.5700000000000001
5196,0.38,0.18,-30.0,0.7790137588856645,0.5700000000000001
5197,0.38,0.18,-29.0,0.8051633459688882,0.5700000000000001
5198,0.38,0.18,-28.0,0.8303262129815594,0.5700000000000001
5199,0.38,0.18,-27.0,0.8544435153376538,0.5700000000000001
5200,0.38,0.18,-26.0,0.8774821462509413,0.5700000000000001
5201,0.38,0.18,-25.0,0.8994301423999491,0.5700000000000001
5202,0.38,0.18,-24.0,0.9202930952897188,0.5700000000000001
5203,0.38,0.18,-23.0,0.9400913650910327,0.5700000000000001
5204,0.38,0.18,-22.0,0.9588581534379028,0.5700000000000001
5205,0.38,0.18,-21.0,0.9766382537296276,0.5700000000000001
5206,0.38,0.18,-20.0,0.993487562278308,0.5700000000000001
5207,0.385,0.18,-60.0,7.8958655970948355,0.602608695652174
5208,0.385,0.18,-59.0,6.381878782887571,0.602608695652174
5209,0.385,0.18,-58.0,5.148210808578422,0.602608695652174
5210,0.385,0.18,-57.0,4.145978713514396,0.602608695652174
5211,0.385,0.18,-56.0,3.3346597477312128,0.602608695652174
5212,0.385,0.18,-55.0,2.680668635453204,0.602608695652174
5213,0.385,0.18,-54.0,2.156177174029116,0.602608695652174
5214,0.385,0.18,-53.0,1.7381347597284542,0.602608695652174
5215,0.385,0.18,-52.0,1.4074555361334733,0.602608695652174
5216,0.385,0.18,-51.0,1.1483437383323756,0.602608695652174
5217,0.385,0.18,-50.0,0.9477336746172564,0.602608695652174
5218,0.385,0.18,-49.0,0.79482481644576,0.602608695652174
5219,0.385,0.18,-48.0,0.6806958061650207,0.602608695652174
5220,0.385,0.18,-47.0,0.5979839583237178,0.602608695652174
5221,0.385,0.18,-46.0,0.5406191204963432,0.602608695652174
5222,0.385,0.18,-45.0,0.5036026604120505,0.602608695652174
5223,0.385,0.18,-44.0,0.4828239196690543,0.602608695652174
5224,0.385,0.18,-43.0,0.4749077828636626,0.602608695652174
5225,0.385,0.18,-42.0,0.4770880875700304,0.602608695652174
5226,0.385,0.18,-41.0,0.4871025046788022,0.602608695652174
5227,0.385,0.18,-40.0,0.5031052585496004,0.602608695652174
5228,0.385,0.18,-39.0,0.5235946759096123,0.602608695652174
5229,0.385,0.18,-38.0,0.5473530610814988,0.602608695652174
5230,0.385,0.18,-37.0,0.5733968242084847,0.602608695652174
5231,0.385,0.18,-36.0,0.6009351354513678,0.602608695652174
5232,0.385,0.18,-35.0,0.6293356734839897,0.602608695652174
5233,0.385,0.18,-34.0,0.6580962768351251,0.602608695652174
5234,0.385,0.18,-33.0,0.6868215074562967,0.602608695652174
5235,0.385,0.18,-32.0,0.7152033031053842,0.602608695652174
5236,0.385,0.18,-31.0,0.7430050314084156,0.602608695652174
5237,0.385,0.18,-30.0,0.7700483771192616,0.602608695652174
5238,0.385,0.18,-29.0,0.7962025865294434,0.602608695652174
5239,0.385,0.18,-28.0,0.8213756737878368,0.602608695652174
5240,0.385,0.18,-27.0,0.8455072852448146,0.602608695652174
5241,0.385,0.18,-26.0,0.8685628967685339,0.602608695652174
5242,0.385,0.18,-25.0,0.890529201218138,0.602608695652174
5243,0.385,0.18,-24.0,0.9114104975952428,0.602608695652174
5244,0.385,0.18,-23.0,0.9312258743598804,0.602608695652174
5245,0.385,0.18,-22.0,0.9500072484054431,0.602608695652174
5246,0.385,0.18,-21.0,0.96779807237465,0.602608695652174
5247,0.385,0.18,-20.0,0.984652792209848,0.602608695652174
5248,0.39,0.18,-60.0,7.9043925397946975,0.6381818181818183
5249,0.39,0.18,-59.0,6.3884391616236424,0.6381818181818183
5250,0.39,0.18,-58.0,5.152986100235992,0.6381818181818183
5251,0.39,0.18,-57.0,4.1491355003655315,0.6381818181818183
5252,0.39,0.18,-56.0,3.3363508955801966,0.6381818181818183
5253,0.39,0.18,-55.0,2.6810343745796827,0.6381818181818183
5254,0.39,0.18,-54.0,2.15534609639124,0.6381818181818183
5255,0.39,0.18,-53.0,1.7362247430468982,0.6381818181818183
5256,0.39,0.18,-52.0,1.404574602034882,0.6381818181818183
5257,0.39,0.18,-51.0,1.1445908498208757,0.6381818181818183
5258,0.39,0.18,-50.0,0.9431994757229544,0.6381818181818183
5259,0.39,0.18,-49.0,0.7895923169110782,0.6381818181818183
5260,0.39,0.18,-48.0,0.6748410120494648,0.6381818181818183
5261,0.39,0.18,-47.0,0.5915764495260104,0.6381818181818183
5262,0.39,0.18,-46.0,0.5337225762904833,0.6381818181818183
5263,0.39,0.18,-45.0,0.4962753344898081,0.6381818181818183
5264,0.39,0.18,-44.0,0.4751190664178365,0.6381818181818183
5265,0.39,0.18,-43.0,0.4668740372474011,0.6381818181818183
5266,0.39,0.18,-42.0,0.4687698023159337,0.6381818181818183
5267,0.39,0.18,-41.0,0.4785400482937232,0.6381818181818183
5268,0.39,0.18,-40.0,0.4943352789071946,0.6381818181818183
5269,0.39,0.18,-39.0,0.5146503341685688,0.6381818181818183
5270,0.39,0.18,-38.0,0.5382642409935264,0.6381818181818183
5271,0.39,0.18,-37.0,0.5641903217796634,0.6381818181818183
5272,0.39,0.18,-36.0,0.5916348338442365,0.6381818181818183
5273,0.39,0.18,-35.0,0.619962707228321,0.6381818181818183
5274,0.39,0.18,-34.0,0.6486691889532055,0.6381818181818183
5275,0.39,0.18,-33.0,0.6773564020273026,0.6381818181818183
5276,0.39,0.18,-32.0,0.7057139948430476,0.6381818181818183
5277,0.39,0.18,-31.0,0.7335031927952419,0.6381818181818183
5278,0.39,0.18,-30.0,0.7605436822952386,0.6381818181818183
5279,0.39,0.18,-29.0,0.7867028502335995,0.6381818181818183
5280,0.39,0.18,-28.0,0.8118869825118038,0.6381818181818183
5281,0.39,0.18,-27.0,0.8360341175221567,0.6381818181818183
5282,0.39,0.18,-26.0,0.8591082270740656,0.6381818181818183
5283,0.39,0.18,-25.0,0.8810945843174313,0.6381818181818183
5284,0.39,0.18,-24.0,0.9019961268707912,0.6381818181818183
5285,0.39,0.18,-23.0,0.92183060759487,0.6381818181818183
5286,0.39,0.18,-22.0,0.9406286029878628,0.6381818181818183
5287,0.39,0.18,-21.0,0.9584321450119704,0.6381818181818183
5288,0.39,0.18,-20.0,0.9752941820925026,0.6381818181818183
5289,0.395,0.18,-60.0,7.914017647086957,0.6771428571428573
5290,0.395,0.18,-59.0,6.3959099718122765,0.6771428571428573
5291,0.395,0.18,-58.0,5.158501825360002,0.6771428571428573
5292,0.395,0.18,-57.0,4.152878949643841,0.6771428571428573
5293,0.395,0.18,-56.0,3.3384897727417164,0.6771428571428573
5294,0.395,0.18,-55.0,2.68172247153741,0.6771428571428573
5295,0.395,0.18,-54.0,2.154724397366408,0.6771428571428573
5296,0.395,0.18,-53.0,1.7344224488957969,0.6771428571428573
5297,0.395,0.18,-52.0,1.4017100818494577,0.6771428571428573
5298,0.395,0.18,-51.0,1.1407725248767806,0.6771428571428573
5299,0.395,0.18,-50.0,0.9385266388581601,0.6771428571428573
5300,0.395,0.18,-49.0,0.7841558891716569,0.6771428571428573
5301,0.395,0.18,-48.0,0.6687242381035198,0.6771428571428573
5302,0.395,0.18,-47.0,0.5848555328860036,0.6771428571428573
5303,0.395,0.18,-46.0,0.5264672556372691,0.6771428571428573
5304,0.395,0.18,-45.0,0.4885494026624619,0.6771428571428573
5305,0.395,0.18,-44.0,0.4669808356076804,0.6771428571428573
5306,0.395,0.18,-43.0,0.4583767513144635,0.6771428571428573
5307,0.395,0.18,-42.0,0.4599620030691493,0.6771428571428573
5308,0.395,0.18,-41.0,0.4694658989470948,0.6771428571428573
5309,0.395,0.18,-40.0,0.4850348502676778,0.6771428571428573
5310,0.395,0.18,-39.0,0.5051598589831271,0.6771428571428573
5311,0.395,0.18,-38.0,0.5286163439768826,0.6771428571428573
5312,0.395,0.18,-37.0,0.5544142283461584,0.6771428571428573
5313,0.395,0.18,-36.0,0.5817565648156265,0.6771428571428573
5314,0.395,0.18,-35.0,0.6100052633477245,0.6771428571428573
5315,0.395,0.18,-34.0,0.6386527287102027,0.6771428571428573
5316,0.395,0.18,-33.0,0.6672984160665849,0.6771428571428573
5317,0.395,0.18,-32.0,0.6956294766556747,0.6771428571428573
5318,0.395,0.18,-31.0,0.7234048079887506,0.6771428571428573
5319,0.395,0.18,-30.0,0.7504419335708395,0.6771428571428573
5320,0.395,0.18,-29.0,0.7766062315367877,0.6771428571428573
5321,0.395,0.18,-28.0,0.8018021485750172,0.6771428571428573
5322,0.395,0.18,-27.0,0.8259659906622258,0.6771428571428573
5323,0.395,0.18,-26.0,0.8490601352061903,0.6771428571428573
5324,0.395,0.18,-25.0,0.8710683531193967,0.6771428571428573
5325,0.395,0.18,-24.0,0.8919921378362792,0.6771428571428573
5326,0.395,0.18,-23.0,0.9118478458567456,0.6771428571428573
5327,0.395,0.18,-22.0,0.930664623454957,0.6771428571428573
5328,0.395,0.18,-21.0,0.9484830406925524,0.6771428571428573
5329,0.395,0.18,-20.0,0.9653544541640598,0.6771428571428573
5330,0.4,0.18,-60.0,7.924930700610954,0.7200000000000001
5331,0.4,0.18,-59.0,6.404452836912012,0.7200000000000001
5332,0.4,0.18,-58.0,5.164894118129738,0.7200000000000001
5333,0.4,0.18,-57.0,4.15732213976282,0.7200000000000001
5334,0.4,0.18,-56.0,3.341168620824389,0.7200000000000001
5335,0.4,0.18,-55.0,2.6828063555823345,0.7200000000000001
5336,0.4,0.18,-54.0,2.1543685419453538,0.7200000000000001
5337,0.4,0.18,-53.0,1.7327690664072788,0.7200000000000001
5338,0.4,0.18,-52.0,1.3988894329342052,0.7200000000000001
5339,0.4,0.18,-51.0,1.136903902481882,0.7200000000000001
5340,0.4,0.18,-50.0,0.9337192793388028,0.7200000000000001
5341,0.4,0.18,-49.0,0.7785098113897387,0.7200000000000001
5342,0.4,0.18,-48.0,0.6623310132494803,0.7200000000000001
5343,0.4,0.18,-47.0,0.5777989847563741,0.7200000000000001
5344,0.4,0.18,-46.0,0.5188240944682584,0.7200000000000001
5345,0.4,0.18,-45.0,0.4803897940597784,0.7200000000000001
5346,0.4,0.18,-44.0,0.4583689080642616,0.7200000000000001
5347,0.4,0.18,-43.0,0.4493710467978218,0.7200000000000001
5348,0.4,0.18,-42.0,0.4506158752208085,0.7200000000000001
5349,0.4,0.18,-41.0,0.4598278651193513,0.7200000000000001
5350,0.4,0.18,-40.0,0.4751489038252214,0.7200000000000001
5351,0.4,0.18,-39.0,0.4950657483505987,0.7200000000000001
5352,0.4,0.18,-38.0,0.518349825450288,0.7200000000000001
5353,0.4,0.18,-37.0,0.5440072986491873,0.7200000000000001
5354,0.4,0.18,-36.0,0.5712376794764167,0.7200000000000001
5355,0.4,0.18,-35.0,0.5993995456102049,0.7200000000000001
5356,0.4,0.18,-34.0,0.6279821726741476,0.7200000000000001
5357,0.4,0.18,-33.0,0.6565820863924682,0.7200000000000001
5358,0.4,0.18,-32.0,0.6848837060689276,0.7200000000000001
5359,0.4,0.18,-31.0,0.712643391615022,0.7200000000000001
5360,0.4,0.18,-30.0,0.7396763185804464,0.7200000000000001
5361,0.4,0.18,-29.0,0.7658457011151426,0.7200000000000001
5362,0.4,0.18,-28.0,0.7910539905331854,0.7200000000000001
5363,0.4,0.18,-27.0,0.8152356540014415,0.7200000000000001
5364,0.4,0.18,-26.0,0.8383513631792789,0.7200000000000001
5365,0.4,0.18,-25.0,0.8603832903854567,0.7200000000000001
