Stretch Ratio (-),Stress (Pa)
0.6,
5.0,
,1693786915.4395292
,1734406019.3694005
,1775909957.7699187
,1818316069.46844
,1861641995.2783792
,1905905682.6035295
,1951125390.1029165
,1997319692.4164994
,2044507484.951915
,2092707988.7344043
,2141940755.3191419
,2192225671.7670236
,2243582965.6850533
,2296033210.3311343
,2349597329.787508
,2404296604.193383
,2460152675.052966
,2517187550.609705
,2575423611.282831
,2634883615.176036
,2695590703.665651
,2757568407.0439787
